Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients
Non Veg Cutlet,6,"North,South,East,West",Appetizer,Non-veg,no-allergies,2 number,579,233,19,12,11,3,2.172,Potato-100 gms; Onion-50 gms;Garlic-15 gms; Ginger-15 gms; Chillies-15 gms; Turmeric powder-4 gms; Coriander leaves-15 gms; Sunflower oil-15 gms; Chicken-300 gms ; Garam Masala-15 gms; Cumin seeds-15 gms; Coriander Powder-5 gms; Common salt-15 gms
Quinoa Upma,0,South ,Breakfast,Veg,no-allergies,2 medium bowl,422,345,13,43,13,15,0.4957,Quinoa-125 gms; Mustard oil-15 gms; Cumin seeds-15 gms; Onion-62 gms; carrot-62 gms; Peas-62 gms; Capsicum-62 gms; Turmeric powder-4 gms;  Coriander leaves-15 gms
Barley (Jaw) Water,10,Continental,Beverages,Veg,no-allergies,1 glass,15,16,1,3,0,1,0.0165,Barley-15 gms
kari-Patta Saunf Ajawain Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,17,11,0,1,1,0,0.0145,Curry leaves-2 gms; Ajwain-15 gms
Apple Shake,12,Continental,Beverages,Veg,no-allergies,1 glass,354,116,5,22,0,2,0.014,Apple-100 gms Milk-250 gms; Cinnamon-4 gms
Non Vegetarian Tacos,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,2 medium,406,293,14,25,13,6,0.87865,Chicken-80 gms; Onion-15 gms; Tomato-120 gms; Lettuce Leaf-15 gms; Coriander leaves-15 gms; Lemon-15 gms; Cooking oil-15 gms; Garlic-7 gms; Atta-120 gms; Chillies-4 gms
Baked Potato,0,Continental,Appetizer,Veg,no-allergies,2 medium,345,141,3,27,2,5,0.2185,Potato-300 gms; Coriander leaves-15 gms; Cumin seeds-4 gms; Coriander seeds-4 gms; Olive oil-7 gms; Red chilli Powder-15 gms
Chick Pea Salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small katori,463,196,8,18,10,4,0.26225,Chickpeas-15 gms;Cucumber-200 gms; Black pepper-15 gms; Onion-150 gms; Parsley-15 gms;Mint leaves-15 gms; Olive oil-7 gms; Lemon-15 gms;Garlic-15 gms; Common salt-15 gms; Black pepper-1 gms
Jaw cheela,1,"North,West",Breakfast,Veg,no-allergies,1 medium,303,184,5,31,4,10,0.3138,Barley-45 gms; Chillies-7 gms; CORIANDER leaves-7 gms; Common salt-7 gms; Mustard oil-7 gms; Onion-125 gms; TOMATO-90 gms ; Red chilli Powder-15 gms; 
Lettuce wrap (tofu),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,304,183,2,15,5,7,0.2258,Lettuce Leaf-20 gms; Onion-60 gms; carrot-60 gms; Cucumber-60 gms; Tomato-60 gms; CORIANDER LEAVES-15 gms; Lemon-7 gms; Black pepper-7 gms; Mustard oil-15 gms; Tofu-50 g
Oats Roastie,9,Continental,Breakfast,Veg,no-allergies,1 gms,372,492,17,77,12,14,0.3095,Onion-125 gms; carrot-15 gms; Zucchini-15 gms; Potato-15 gms; Common salt-15 gms; Black pepper-7 gms; Cooking oil-15 gms; Oats-150 gms; Red chilli Powder-15 gms
Veg entree (Roasted),9,Continental,Breakfast,Veg,no-allergies,1 medium,736,222,3,13,15,8,0.9979,Garlic-10 gms; Common salt-15 gms; Capsicum-450 gms; Black pepper-7 gms; Onion-125 gms; Brinjal-82 gms; Mushroom-32 gms; Olive oil-15 gms
Chatpate Kale Masoor,0,North ,"Lunch,Dinner",Veg,no-allergies,1 medium katori,635,366,2,20,31,5,0.7135,Ginger-15 gms; Cumin seeds-15 gms; Coriander leaves-15 gms; Common salt-15 gms; Dal dal-250 gms; Olive oil-30 gms;Onion-125 gms;Chillies-15 gms; Garlic powder-15 gms; Turmeric powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Tomato-90 gms
Veg tacos,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,480,322,18,23,15,10,0.9848,carrot-62 gms; Peas-62 gms; Onion-60 gms; Tomato-30 gms; Capsicum-50 gms; Paneer-62 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Chillies-7 gms; Sunflower oil-15 gms; Common salt-7 gms; Coriander leaves-15 gms; Cabbage-62 gms;Yoghurt-30 gms; Lemon-7 gms
Dal Cheela Wrap,0,"West,East","Lunch,Dinner",Veg,no-allergies,1 medium,356,471,29,68,7,13,0.43175,Gram dal-125 gms; Onion-15 gms; Tomato-120 gms; Capsicum-30 gms; Ginger-15 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Common salt-15 gms; Rice bran oil-15 gms; Lettuce Leaf-10 gms
Chicken Lollipop,6,Continental,Appetizer,Non-veg,no-allergies,4 medium,700,673,50,21,42,6,2.7315,Ginger-30 gms; Red chilli Powder-30 gms; Black pepper-15 gms; Cumin seeds-15 gms; Coriander Powder-15 gms; Garam Masala-15 gms; Common salt-15 gms; Rice Flour-30 gms; Egg-490 gms; Cooking oil-15 gms; Chicken-150 g; Corn Flour-30 gms
Jeera Aloo,2,"North,East,West",Dry Curry,Veg,no-allergies,4 medium katori,585,81,1,1,8,2,0.489,POTATO-480 gms; Cumin seeds-15 gms; Turmeric powder-15 gms; Common salt-15 gms; Coriander leaves-15 gms; Olive oil-30 gms; Red chilli Powder-15 gms 
CHICKEN DUMPLING (Non Veg),0,East,"Snacks,Appetizer",Non-veg,no-allergies,4 medium,506,232,22,4,14,1,1.8167,Common salt-15 gms; Chicken-250 gms;Onion-160 gms;Garlic-1 gms; Turmeric powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Cumin seeds-15 gms; Cooking oil-15 gms; Coriander leaves-15 gms
Tomato rice (Brown Rice),5,South,"Lunch,Dinner",Veg,no-allergies,1 medium katori,527,566,14,105,7,9,1.3474,Rice-250 gms; TOMATO-90 gms; Onion-125 gms ;  Turmeric powder-4 gms; Cumin seeds-7 gms; Mustard seeds-7 gms; FENUGREEK SEEDS-7 gms; Curry leaves-3 number; Cooking oil-15 gms; Common salt-7 gms; Red chilli Powder-15 gms
"Tomato, Beetroot, Amla & Pudina Juice",10,Continental,Beverages,Veg,no-allergies,1 glass,184,111,3,16,2,9,0.1856,TOMATO-90 gms; Beet root-50 gms; Amla-10 gms;Mint leaves-4 gms; Common salt-15 gms; ; Cumin seeds-15 gms
Lemon Rice,0,South,"Lunch,Dinner",Veg,no-allergies,1 medium katori,304,927,22,184,9,12,1.0851,Rice-250 gms; Mustard oil-15 gms; Mustard seeds-4 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Lemon-15 gms; Common salt-7 gms; Curry leaves-5 gms
Chicken Korma,2,"North,East,West",Dry Curry,Non-veg,no-allergies,4 medium katori,549,171,11,9,11,3,1.2514,Chicken-100 gms; Ginger-7 gms;Garlic-7 gms; Cumin seeds-15 gms; Coriander leaves-15 gms; Common salt-15 gms; Cooking oil-30 gms; Yoghurt-15 gms;Onion-160 gms; Tomato-140 gms; Cinnamon-15 gms; Turmeric powder-15 gms; Garam Masala-15 gms
Chicken with Staraniseed,0,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 medium katori,479,529,41,63,10,19,1.174,Chicken-100 gms;Garlic-250 gms; Ginger-125 gms; Cinnamon-4 gms; 
Quinoa,0,Continental,"Lunch,Dinner",Veg,no-allergies,4 medium katori,995,239,8,34,7,10,1.271,Quinoa-250 gms; Cooking oil-15 gms; Cumin seeds-15 gms;Onion-125 gms; capsicum-250 gms; carrot-250 gms; Ginger-15 gms; Garlic powder-15 gms; Coriander Powder-15 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Coriander leaves-15 gms
Nutri Rice (Soyabean),3,West,"Lunch,Dinner",Veg,no-allergies,1 medium katori,1066,1264,64,202,18,38,1.2576,Soyabean-62 gms; Rice-125 gms; carrot-125 gms; Peas-125 gms;Garlic-250 gms; Sunflower oil-4 gms;  ONION -250 gms; Capsicum-125 gms
Dhaniya Ajwain Water,10,"North,South,East,West",Beverages,Veg,no-allergies,4 glass,31,12,1,1,1,1,0.0461,Coriander seeds-7 gms; Ajwain-24 gms
Dhaniya Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,15,13,1,1,1,2,0.0525,Coriander seeds-15 gms
Detox Water ,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,107,18,0,2,0,2,0.0397,Bottle gourd-50 gms; Cucumber-40 gms; Ginger-5 gms;Mint leaves-5 gms ; Common salt-7 gms
Baked Chicken,0,Continental,Dinner,Non-veg,no-allergies,3 number,129,81,7,0,6,0,0.6744,Chicken-100 gms;Parsley-7 gms; Kali Mirch Powder-4 gms; Cooking Oil-7 gms; red chilli flakes-4 gms; Common salt-7 gms
BBQ Chicken,0,Continental,Dinner,Non-veg,no-allergies,1 number,136,248,22,1,17,0,0.6828,Chicken-100 gms;Parsley-7 gms; red chilli flakes-4 gms; Kali Mirch Powder-4 gms; Garlic-7 gms; Common salt-7 gms; Cooking Oil-7 gms
Carrot Beetroot Pudina Amla Juice,10,Continental,Beverages,Veg,no-allergies,1 glass,246,92,3,16,1,11,0.0784,carrot-180 gms; Beet root-50 gms; Amla-10 gms; Mint leaves-6 gms
TABBOULEH,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,304,350,7,39,16,10,0.3609,Wheat-45 gms;Parsley-20 gms;Mint leaves-10 gms; Cucumber-40 gms; Tomato-120 gms; Onion-20 gms; Lemon-15 gms; Common salt-4 gms; Olive oil-15 gms; Black pepper-15 gms
Lauki Cucumber Amla Lemon Juice,10,Continental,Beverages,Veg,no-allergies,1 glass,258,55,2,8,0,8,0.0762,Bottle gourd-50 gms; Cucumber-200 gms; Amla-2.5 gms;Mint leaves-3 gms; 
Jowar Roti (100%),1,"South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium,350,334,10,68,2,10,0.2625,Jowar Atta-350 gms
Jowar Roti (50% Jawar 50% Wheat atta),1,"South,East,West","Lunch,Dinner",Veg,no-allergies,6 medium,315,65,2,13,0,2,0.264,Jowar Atta-150 gms; Atta-150 gms; Common salt-15 gms; 
Veg Kebab,6,Continental,Appetizer,Veg,no-allergies,4 number,1010,440,19,74,7,7,0.8625,Common salt-15 gms; carrot-150 gms;Beans-150 gms; POTATO-150 gms; Peas-150 gms; Gram dal-150 gms;Onion-125 gms; Garlic powder-15 gms; Ginger powder-15 gms; Cumin seeds-15 gms; Coriander Powder-15 gms; Garam Masala-15 gms;Bread-15 gms; Corn Flour-15 gms; Olive oil-15 gms
Egg Wrap,0,Continental,"Breakfast,Lunch,Dinner",Eggetarian,no-allergies,1 number,386,389,15,14,30,1,1.1329,Onion-15 gms; Common salt-7 gms; EGG-120 gms; Milk-15 gms; Cooking oil-15 gms; Black Pepper-7 gms; MUSHROOM-150 gms;Capsicum-7 gms; Roti-50 gms
Falafel,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,113,185,2,7,16,3,0.217,Onion-15 gms; Garlic-20 gms; Chillies-4 gms; CORIANDER LEAVES-15 gms;Mint leaves-7 gms; Cooking oil-15 gms; Common salt-7 gms; Cumin seeds-15 gms; Garam Masala-15 gms
Brown Rice,3,"North,South","Lunch,Dinner",Veg,no-allergies,4 small bowl,132,89,2,19,0,1,0.5007,Rice-125 gms; Common salt-7 gms; 
Boiled rice,3,South,"Lunch,Dinner",Veg,no-allergies,3 medium katori,132,138,3,32,0,0,0.5007,RICE-125 gms; Common salt-7 gms
Pyaazi Kebab,6,"North,East,West",Appetizer,Non-veg,no-allergies,1 number,945,1455,109,57,87,15,4.458,Common salt-15 gms; MUTTON-150 gms;Onion-160 gms; Besan-350 gms; Coriander leaves-150 gms;Mint leaves-15 gms; Ginger powder-15 gms; Garlic powder-15 gms; Red chilli Powder-15 gms; Coriander Powder-15 gms; Cumin seeds-15 gms; Garam Masala-15 gms; Olive oil-15 gms
Ragi Roti (100%),1,"North,East,West","Lunch,Dinner",Veg,no-allergies,4 medium,395,101,2,21,1,2,0.355,Ragi flour-200 gms; Onion-150 gms;Coriander leaves-15 gms; Cumin seeds-15 gms; Common salt-15 gms; 
Makki Methi Roti,1,"North,West","Lunch,Dinner",Veg,no-allergies,1 medium,75,34,3,5,1,3,0.045,Makai Atta-30 gms; Methi-15 gms; Common salt-15 gms; Ajwain-15 gms; 
Makki Mooli Roti,1,"North,West","Lunch,Dinner",Veg,no-allergies,1 medium,75,34,2,6,1,2,0.0495,Makai Atta-30 gms; Radish-15 gms; Common salt-15 gms; Ajwain-15 gms; 
Makki Roti,1,"North,West","Lunch,Dinner",Veg,no-allergies,1 medium,60,29,2,5,1,2,0.045,Makai Atta-30 gms; Common salt-15 gms; Ajwain-15 gms;
Jeera-Kari-Patta Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,22,15,1,1,1,2,0.056,Curry leaves-7 gms; Cumin seeds-15 gms; 
Jeera Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,15,18,1,2,1,1,0.0525,Cumin seeds-15 gms
Vegetable Cutlet,6,"North,East,West",Appetizer,Veg,no-allergies,3 number,475,92,3,11,3,4,0.2878,POTATO-175 gms; Cabbage-62 gms; Peas-62 gms; carrot-62 gms; Onion-62 gms; Chillies-7 gms; Coriander leaves-15 gms;  Mustard oil-30 gms
Veg Grilled Salad,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 medium bowl,873,69,5,7,0,4,0.66635,Zucchini-118 gms; BRINJAL-200 gms; Capsicum-120 gms; Onion-60 gms; Tomato-90 gms; Mushroom-60 gms; Common salt-4 gms;Black Pepper-4 gms; Lettuce Leaf-125 gms; Cucumber-62 gms; Lemon-15 gms;Parsley-15 gms
Gluten Free Wrap (Rice flour),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,210,582,8,97,16,1,0.6465,Common salt-15 gms; Rice Flour-150 gms; ; Cumin seeds-15 gms; Garlic Powder-15 gms; Olive oil-15 gms
Palak Patta Chaat,11,"North,East,West",Snacks,Veg,no-allergies,1 small bowl,1078,698,30,86,23,16,0.8538,SPINACH-30 gms; Turmeric powder-4 gms; Chillies-4 gms; Common salt-4 gms; Mustard oil-15 gms; Tamarind-7 gms; Onion-62 gms; Tomato-62 gms; Coriander leaves-15 gms; Besan-875 gms; 
Veg Dalia(Broken wheat),0,"North,East,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,455,218,8,29,6,12,0.4878,carrot-62 gms; Peas-62 gms; Onion-50 gms; Tomato-50 gms; Ginger-20 gms; Chillies-20 gms; Cumin seeds-7 gms; Soyabean oil-15 gms; Curry leaves-3 number; Coriander leaves-15 gms; Common salt-4 gms; dalia-150 gms
Chana Dal bada,11,South,Snacks,Veg,no-allergies,2 number,119,508,25,71,15,21,0.2295,Chillies; Ginger; Coriander seeds-15 gms; FENUGREEK SEEDS-15 gms; Cumin seeds-7 gms; Cinnamon-0.5 medium; Asafoetida-7 gms; Curry leaves-15 medium; Coriander leaves-45 gms; Common salt-15 gms; Sunflower oil-15 gms; Channa Dal-1.5 large bowl
Channa Chat,11,"North,East,West",Snacks,Veg,no-allergies,1 medium bowl,565,191,8,33,2,11,0.4335,Chillies-15 gms; Coriander leaves-15 gms; Common salt-15 gms; Onion-125 gms; TOMATO-150 gms;Cucumber-200 gms ; Cumin seeds-15 gms; Chat Masala-15 gms; Lemon-15 gms
Chana Dal and Cabbage Tikki,6,"North,East,West",Appetizer,Veg,no-allergies,3 medium,95,63,1,3,5,0,0.1405,Cabbage-1 small; Onion-60 gms ; Chillies-20 gms;  Sunflower oil-15 gms; 
Rajma Tikki,11,"North,East,West",Snacks,Veg,no-allergies,3 medium,522,132,5,16,5,5,0.3931,Ginger-7 gms;Garlic-7 gms; Cumin seeds-4 gms; Common salt-7 gms; Coriander leaves-15 gms; Sunflower oil-15 gms; Red chilli Powder-7 gms; Rajma-300 gms;Onion-160 gms
Masala Poori,11,South,Snacks,Veg,no-allergies,3 medium,356,356,8,53,11,10,0.3515,Wheat-250 gms; Chillies-20 gms; Ginger-4 gms; Cumin seeds-7 gms; Common salt-15 gms; Sunflower oil-15 gms; Red chilli Powder-15 gms; Garam Masala-15 gms; Olive oil-15 gms
"Beetroot, Cucumber and Tomato Salad",0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 small bowl,585,88,7,11,1,5,0.3655,Beet root-140 gms ; Cucumber-200 gms; Tomato-120 gms;  Parsley-125 gms
LETTUCE LEAVES & PAPAYA SALAD,0,"Continental,North,South,East,West",Appetizer,Veg,no-allergies,1 medium katori,642,156,4,23,4,10,0.36125,Papaya-250 gms; carrot-62 gms; Cucumber-62 gms; Lettuce Leaf-180 gms;Mint leaves-7 gms; Coriander leaves-7 gms; soya sauce-7 gms; Lemon-15 gms; Cherry Tomato-15 gms; Red chilli Powder-7 gms; Lemon-15 gms; Common salt-15 gms
Lettuce wrapped egg,0,Continental,"Lunch,Dinner",Eggetarian,no-allergies,2 number,522,44,4,3,2,1,0.7605,Lettuce Leaf-20 gms; TOMATO RIPE-150 gms; Onion-150 gms; Coriander leaves-15 gms; Lemon-15 gms; Egg-130 gms; Common salt-15 gms; Chillies-20 gms; Olive oil-7 gms
Channa Salad (Black),0,"Continental,North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium bowl,623,480,30,68,6,24,0.55225,Gram dal-125 gms; Onion-60 gms; Cucumber -150 gms; TOMATO-90 gms; Capsicum-150 gms;  Coriander leaves-15 gms;Mint leaves-15 gms; Lemon-7 gms; Common salt-7 gms;Black Pepper-4 gms
Jau Vegetable Dalia,0,"North,East,West","Lunch,Dinner",Veg,no-allergies,4 small bowl,517,70,2,7,4,2,0.6785,Cooking oil-15 gms; carrot-62 gms; TOMATO-150 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Common salt-7 gms; dalia-150 gms; Peas-100 gms; Ginger powder-15 gms; Garam Masala-7 gms
Rice Tofu Sizzler,0,Continental,"Lunch,Dinner",Veg,no-allergies,4 small bowl,489,110,4,12,5,2,0.9144,Ginger-7 gms;Garlic-7 gms; Cooking oil-15 gms; Common salt-15 gms; Capsicum-45 gms; Mint leaves-15 gms; Onion-150 gms; Lettuce Leaf-20 gms; Rice-50 gms; Tofu-150 gms; Cumin seeds-15 gms
"Cherry, Blueberries & Bell peppers salad",0,Continental,Appetizer,Veg,no-allergies,4 cup,376,63,1,23,1,2,0.6397,Capsicum-100 gms; Common salt-7 gms;Black Pepper-4 gms; Olive oil-15 gms; Blueberries-250 gms
Rice Vegetable sizzler,0,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,189,344,6,43,15,5,0.36015,Ginger-7 gms;Garlic-7 gms; Common salt-15 gms; Cooking oil-15 gms; Capsicum-30 gms;  Beans-15 gms; carrot-15 gms;Mint leaves-15 gms; Lettuce Leaf-20 gms; Rice-50 gms
Quesedilla,1,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,78,104,7,0,8,0,0.1224,Chicken-0.25 gms; Capsicum-30 gms; Common salt-4 gms; Black pepper-4 gms; Cooking oil-15 gms
Ragi Dosa,14,South,"Breakfast,Lunch,Dinner",Veg,no-allergies,1 medium,77,126,2,22,3,1,0.1199,Ragi flour-62 gms; Cumin seeds-4 gms; Common salt-4 gms; Cooking oil-7 gms; 
Ragi Idli,14,South,"Breakfast,Lunch,Dinner",Veg,no-allergies,4 medium,971,296,11,55,4,10,0.8907,Ragi Flour-250 gms; Fenugreek seeds-7 gms; Common salt-7 gms; Cooking oil-7 gms; Urad Dal Flour-700 gms
LOBIA CHAT,11,"North,East,West",Snacks,Veg,no-allergies,4 small bowl,375,77,5,13,0,4,0.30255,Lobia-125 gms; Capsicum-62 gms; Cucumber-62 gms; Onion-62 gms; Coriander leaves-15 gms; Common salt-4 gms; Lemon-15 gms; Black pepper-15 gms; Chat Masala-15 gms
ZUCCHINI SALAD,0,Continental,Appetizer,Veg,no-allergies,1 medium bowl,414,92,5,12,1,7,0.2653,Zucchini-200 gms; Onion-30 gms; CUCUMBER-30 gms; Lemon-15 gms; Garlic-4 gms; Common salt-15 gms; Parsley-15 gms; Black pepper-15 gms; Tomato-90 gms
PITA BREAD (WHEAT),0,Continental,"Lunch,Dinner",Veg,no-allergies,1 slice,164,413,14,78,4,14,0.2145,Atta-125 gms;  Yoghurt-30 gms; Sunflower oil-4 gms; Baking Soda-5 gms
Bajra Khichadi,3,"North,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,1149,1374,49,231,23,32,0.62825,Gram dal-15 gms; Cumin seeds-15 gms; Asafoetida-4 gms; Chillies-10 gms; Common salt-15 gms; Sunflower oil-15 gms; Coriander leaves-15 gms; Bajra-500 gms; Tomato-90 gms; carrot-150 gms;Onion-125 gms; POTATO-150 gms; Ginger-15 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms
GHIYA CUCUMBER JUICE,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,255,42,1,7,1,3,0.14,Bottle gourd-125 gms; CUCUMBER-75 gms; Ginger-10 gms;  Lemon-15 gms; Common salt-15 gms; Cumin seeds-15 gms; 
GHIYA CUCUMBER AMLA JUICE,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,293,55,0,12,0,2,0.0922,BOTTLE GOURD-150 gms; CUCUMBER-100 gms; Amla-40 gms;Mint leaves-3 gms; 
Veg Basil Cup,0,Continental,Appetizer,Veg,no-allergies,1 number,231,77,2,2,5,2,0.161,"Onion-15 gms; Tomato-15 gms; Cucumber-15 gms; Capsicum, red-14 gms; Zucchini-15 gms; Coriander leaves-15 gms; Lemon-15 gms;Mint leaves-4 gms; Black pepper-4 gms; Common salt-4 gms; Cooking Oil-15 gms; Basil-100 gms"
Boiled Aloo,11,"North,East,West",Snacks,Veg,no-allergies,2 medium bowl,384,59,2,12,0,2,0.1189,Potato-350 gms;Lemon-15 gms; Common salt-4 gms; Chat Masala-15 gms
Boiled Shakarkandi,11,"North,South",Snacks,Veg,no-allergies,2 medium,734,170,3,38,1,7,0.6439,Sweet potato-700 gms; Common salt-4 gms; Lemon-15 gms; Chat Masala-15 gms
Jeera Rice (Brown Rice),3,"North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,88,265,5,46,6,4,0.3329,Rice-62 gms; Cumin seeds-7 gms; Common salt-4 gms; Cooking Oil-15 gms; 
Jeera Rice (Basmati Rice),3,"North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,85,263,5,47,5,2,0.3224,Rice-62 gms; Cumin seeds-4 gms; Common salt-4 gms; Cooking Oil-15 gms; 
Stuffed Ragi Roti,1,"South,East,West","Breakfast,Lunch,Dinner",Veg,no-allergies,1 medium,307,339,8,64,3,12,0.68825,Ragi flour-45 gms; Cauliflower-15 gms; Onion-15 gms; Ginger-15 gms; Coriander seeds-7 gms; Coriander leaves-15 gms; Common salt-15 gms; ; Rice Flour-150 gms; Garam Masala-15 gms; Cumin Powder-15 gms
Plain Dosa,14,South,"Breakfast,Lunch,Dinner",Veg,no-allergies,1 medium,310,987,26,200,7,13,1.0675,Rice-250 gms; Gram dal-30 gms; Common salt-15 gms; Mustard oil-15 gms; 
Uttapam,14,South,Breakfast,Veg,no-allergies,3 number,283,80,2,15,1,1,0.56225,Rice-62 gms; Fenugreek seeds-4 gms; Cooking oil-7 gms; Onion-15 gms; Tomato-120 gms; Capsicum-15 gms; carrot-15 gms; Coriander leaves-15 gms; Red chilli Powder-15 gms; Urad Dal Flour-15 gms
Ragi Wrap,0,South,"Lunch,Dinner",Veg,no-allergies,1 medium,130,241,4,32,9,6,0.1673,Ragi Flour-45 gms;  Cumin seeds-4 gms; Coriander leaves-15 gms; Cooking oil-7 gms; Onion-15 gms; Tomato-7 gms; Capsicum-15 gms; Lettuce Leaf-15 gms; Mushroom-7 gms
Bajra Methi Khakra,11,West,Snacks,Veg,no-allergies,2 small,861,563,16,102,7,14,0.2051,Fenugreek leaves-62 gms; Mustard oil-15 gms; Turmeric powder-4 gms; Common salt-15 gms; Bajra-750 gms; Red chilli Powder-15 gms
Bajra Wrap,0,"North, West","Lunch,Dinner",Veg,no-allergies,1 medium,344,377,11,70,3,11,0.0915,Spinach-15 gms; Capsicum-15 gms; carrot-15 gms; Coriander leaves-15 gms; Common salt-15 gms;Black Pepper-4 gms; Bajra-250 gms; ; Green Chutney-15 gms
Besan Dhokla,11,West,Snacks,Veg,no-allergies,4 number,591,226,11,28,7,5,0.7103,Turmeric powder-1 gms; Besan-250 gms; Yoghurt-75 gms; MUSTARD SEEDS-24 gms; Olive oil-15 gms; Coriander leaves-30 gms; Baking Soda-5 gms; Ginger-0.25 gms; Lemon-1 gms; Cumin seeds-15 gms; Semolina-150 gms
Millets Dosa (Foxtail),14,South,Breakfast,Veg,no-allergies,1 medium,180,97,1,4,9,1,0.0874,Common salt-4 gms; Cooking oil-7 gms; Cumin seeds-4 gms; ; Millets-150 gms; Rice Flour-15 gms
Methi Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,7,33,3,4,1,1,0.0245,FENUGREEK SEEDS-7 gms; 
Pudina Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,8,3,0,0,0,0,0.0032,Mint leaves-8 gms; 
Methi-Ajwain Water,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,8,12,1,1,0,0,0.0254,FENUGREEK SEEDS-7 gms; Ajwain-1 gms; 
Chicken Kebab,6,Continental,Appetizer,Non-veg,no-allergies,4 number,357,102,6,5,6,2,1.309,Gram dal-30 gms; Cooking oil-15 gms; Cumin seeds-15 gms; Cloves-2 gms; Black pepper-2 number; Cinnamon-0.25 gms; Chicken -150 gms; Common salt-15 gms; Mint leaves-15 gms; Coriander leaves-15 gms; Egg-15 gms; Ajwain-15 gms; Ginger powder-15 gms; Garlic Powder-15 gms; Red chilli Powder-15 gms
Kadha,10,"North,South,East,West",Beverages,Veg,no-allergies,1 glass,71,69,1,11,1,6,0.1915,Ginger-7 gms; Cloves-4 gms; Black pepper-4 gms; Cinnamon-7 gms; Cardamom-4 gms; Turmeric powder-15 gms; Lemon-15 gms; Saunf-15 gms
Lemon Tea,12,"North,South,East,West",Beverages,Veg,no-allergies,2 cup,22,1,0,1,0,0,0.0478,Tea-15 gms; Lemon-7 gms
Smoothie (In milk),12,Continental,Beverages,Veg,dairy ,1 glass,425,183,8,40,0,4,0.7,"Milk-250 gms; Banana-100 gms;Blueberries-50 gms, Strawberries-25 gms"
Stuffed Bajara Roti,1,"North,West","Lunch,Dinner",Veg,no-allergies,1 medium,563,840,21,162,11,3,0.227,Onion-60 gms; Ginger-7 gms; Turmeric powder-4 gms; Cooking oil-15 gms; BAJRA-125 gms; POTATO-350 gms; Cumin seeds-1 gms; CORIANDER-1 gms
HARA MASALA KEBAB (Spinach),6,"North,East,West",Appetizer,Veg,no-allergies,3 medium,243,77,1,6,5,1,0.1197,POTATO-1 75 gms; Coriander leaves-30 gms;Mint leaves-15 gms; Spinach-62 gms; Banana-25 gms; Ginger-7 gms;Garlic-7 gms; Common salt-7 gms; Cooking oil-15 gms
